StartTime,ActualDuration,Labels,NumThreads,ActualQPS,p50,p90,p99,cpu_mili_avg_telemetry_mixer,cpu_mili_max_telemetry_mixer,mem_MB_max_telemetry_mixer,cpu_mili_avg_fortioserver_deployment_proxy,cpu_mili_max_fortioserver_deployment_proxy,mem_MB_max_fortioserver_deployment_proxy,cpu_mili_avg_ingressgateway_proxy,cpu_mili_max_ingressgateway_proxy,mem_MB_max_ingressgateway_proxy
2019-12-02T06:53:44.542693295Z,240,10383acc_qps_1000_c_64_1024_mixer_both,64,1000,9542,15886,19596,869,1221,50,308,575,56,29,46,312
2019-12-02T06:49:41.592320312Z,240,10383acc_qps_1000_c_64_1024_mixer_serveronly,64,1000,5240,9144,12053,420,818,50,205,304,55,30,39,312
2019-12-02T06:45:40.455118495Z,240,10383acc_qps_1000_c_32_1024_mixer_base,32,1000,671,1772,3073,1,3,50,2,4,54,29,34,312
2019-12-02T06:41:38.885103385Z,240,10383acc_qps_1000_c_32_1024_mixer_both,32,1000,5819,9892,12740,848,1783,50,323,524,54,29,44,312
2019-12-02T06:37:36.72602285Z,240,10383acc_qps_1000_c_32_1024_mixer_serveronly,32,1000,2936,6133,7847,443,849,50,224,329,53,29,40,312
2019-12-02T06:33:35.6462752Z,240,10383acc_qps_1000_c_16_1024_mixer_base,16,1000,540,743,1433,1,12,50,3,6,53,31,48,312
2019-12-02T06:29:34.570169215Z,240,10383acc_qps_1000_c_16_1024_mixer_both,16,1000,3227,6305,8738,936,1454,50,333,650,52,31,40,311
2019-12-02T06:25:32.408336865Z,240,10383acc_qps_1000_c_16_1024_mixer_serveronly,16,1000,1770,2373,5979,454,620,50,237,354,52,35,45,311
2019-12-02T06:21:29.023609309Z,240,10383acc_qps_1000_c_8_1024_mixer_base,8,1000,409,529,801,1,2,50,2,4,52,34,43,311
2019-12-02T06:17:27.904278076Z,240,10383acc_qps_1000_c_8_1024_mixer_both,8,1000,1764,2205,6792,952,1684,50,350,631,51,35,44,311
2019-12-02T06:13:25.726773756Z,240,10383acc_qps_1000_c_8_1024_mixer_serveronly,8,1000,1127,1482,4846,405,739,50,267,520,51,35,54,310
2019-12-02T06:09:24.331393268Z,240,10383acc_qps_1000_c_4_1024_mixer_base,4,1000,326,429,656,1,2,50,3,7,51,38,49,310
2019-12-02T06:05:23.193718678Z,240,10383acc_qps_1000_c_4_1024_mixer_both,4,1000,1260,1579,5587,935,1718,50,371,636,51,35,43,310
2019-12-02T06:01:21.073931227Z,240,10383acc_qps_1000_c_4_1024_mixer_serveronly,4,1000,774,994,4177,442,556,50,284,361,50,35,46,310
2019-12-02T05:57:19.999725369Z,240,10383acc_qps_1000_c_2_1024_mixer_base,2,1000,274,360,570,1,4,49,2,4,50,35,43,310
2019-12-02T05:53:18.875510777Z,240,10383acc_qps_1000_c_2_1024_mixer_both,2,1000,958,1211,5189,950,1749,47,324,453,50,31,43,310
2019-12-02T05:49:16.694949788Z,240,10383acc_qps_1000_c_2_1024_mixer_serveronly,2,1000,594,781,3662,416,551,46,243,323,50,32,43,310
2019-12-02T05:45:15.454723732Z,240,10383acc_qps_1000_c_1_1024_mixer_base,1,1000,224,275,347,1,2,46,3,4,48,30,44,309
2019-12-02T05:41:14.358764986Z,240,10383acc_qps_1000_c_1_1024_mixer_both,1,1000,823,959,6007,873,1530,45,387,683,48,31,38,309
2019-12-02T05:37:12.136184004Z,240,10383acc_qps_1000_c_1_1024_mixer_serveronly,1,1000,479,584,3002,447,916,40,282,373,48,34,57,309
